# Synthetic demonstration data - not real utility data.
# Model-estimated failure probability, deterministic grid impact, and priority ranking.
# This is a simplified network-impact model, not an electrical power-flow simulator.
asset_id,asset_type,criticality,failure_risk,risk_category,grid_impact,priority_score,priority_category,maintenance_days_ago,previous_failures,customers_affected_estimate,critical_facilities_estimate,neighbor_count,risk_factors,impact_factors,priority_reason
RCL-161,recloser,Low,1.03,LOW,29.47,0.2142,LOW,212,0,288,0,5,Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-172,recloser,Low,0.83,LOW,34.0,0.2098,LOW,130,1,730,0,6,Older equipment; Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-155,recloser,Medium,0.37,LOW,67.52,0.207,LOW,168,0,1441,4,1,-,Multiple critical facilities (4),High grid impact but low failure risk -> LOW priority
FDR-322,feeder,Low,1.64,LOW,18.2,0.2056,LOW,132,0,20,0,6,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-124,transformer,Medium,0.45,LOW,48.19,0.197,LOW,154,0,1751,1,3,-,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-329,transformer,Medium,0.39,LOW,49.56,0.1961,LOW,231,0,1820,1,6,Rising temperature trend,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
RCL-120,recloser,Medium,0.41,LOW,52.84,0.1939,LOW,93,0,1032,2,3,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-141,feeder,Low,0.89,LOW,38.01,0.1929,LOW,77,0,408,1,5,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-209,transformer,Medium,0.44,LOW,50.49,0.1853,LOW,177,0,556,2,4,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-163,transformer,High,0.24,LOW,62.57,0.1843,LOW,129,0,2554,2,6,Rising temperature trend,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-352,transformer,Low,0.83,LOW,32.13,0.1824,LOW,103,0,628,0,3,Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
BRK-140,breaker,Low,0.94,LOW,28.14,0.1823,LOW,132,0,306,0,1,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-128,recloser,Low,0.75,LOW,35.13,0.1817,LOW,147,1,1128,0,4,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
TX-194,transformer,Medium,0.5,LOW,40.58,0.1805,LOW,103,1,1276,0,5,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
RCL-101,recloser,Medium,0.42,LOW,46.19,0.1788,LOW,200,0,1022,1,4,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-176,breaker,Low,0.7,LOW,33.54,0.1754,LOW,138,1,862,0,3,Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
CAP-130,capacitor_bank,Medium,0.48,LOW,40.18,0.1736,LOW,135,0,1165,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
TX-123,transformer,Low,0.84,LOW,35.75,0.1699,LOW,72,0,1083,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
TX-165,transformer,Low,0.76,LOW,32.84,0.1698,LOW,100,0,615,0,5,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
BRK-168,breaker,High,0.27,LOW,60.5,0.1686,LOW,127,0,2515,2,1,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
BRK-106,breaker,Low,0.63,LOW,36.67,0.1674,LOW,32,1,330,1,4,High load on asset; Prior failures recorded; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-145,transformer,Low,0.96,LOW,25.69,0.1579,LOW,167,0,112,0,6,High load on asset,-,Low failure risk and limited grid impact -> LOW priority
BRK-209,breaker,Medium,0.33,LOW,48.9,0.1563,LOW,93,1,1715,1,5,Prior failures recorded,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-172,capacitor_bank,Low,0.79,LOW,28.07,0.1536,LOW,175,0,230,0,4,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
CAP-162,capacitor_bank,Medium,0.28,LOW,58.52,0.1526,LOW,224,0,641,3,5,-,Multiple critical facilities (3),Low failure risk and limited grid impact -> LOW priority
FDR-205,feeder,High,0.25,LOW,54.83,0.1514,LOW,28,0,2835,1,3,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
BRK-200,breaker,Medium,0.36,LOW,41.17,0.1494,LOW,181,1,1743,0,3,Prior failures recorded,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
CAP-153,capacitor_bank,High,0.27,LOW,52.99,0.1478,LOW,193,0,2049,1,2,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
BRK-180,breaker,Low,0.76,LOW,33.07,0.1471,LOW,196,0,592,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-157,feeder,Medium,0.34,LOW,47.67,0.1465,LOW,175,1,1425,1,4,Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-168,capacitor_bank,Low,1.25,LOW,17.8,0.1457,LOW,247,0,20,0,5,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
BRK-124,breaker,Medium,0.3,LOW,52.93,0.1412,LOW,132,0,1053,2,3,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
RCL-133,recloser,Medium,0.39,LOW,40.77,0.1376,LOW,262,0,1218,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-153,recloser,Medium,0.37,LOW,40.44,0.1354,LOW,142,0,1352,0,4,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
FDR-236,feeder,Medium,0.34,LOW,40.93,0.1346,LOW,57,0,1260,0,6,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-117,transformer,High,0.19,LOW,61.59,0.1343,LOW,149,0,2687,2,3,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-265,feeder,Low,0.8,LOW,23.6,0.1327,LOW,231,1,20,1,2,Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-363,transformer,Medium,0.26,LOW,46.7,0.1322,LOW,170,1,1499,1,1,Elevated temperature; Prior failures recorded; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-161,breaker,Low,0.6,LOW,33.6,0.1306,LOW,241,0,957,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-255,feeder,Low,0.8,LOW,25.45,0.1304,LOW,194,0,167,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
TX-208,transformer,Low,0.72,LOW,25.57,0.1288,LOW,186,1,109,0,6,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
RCL-126,recloser,Low,0.53,LOW,34.31,0.1273,LOW,199,0,212,1,3,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-203,breaker,Medium,0.33,LOW,39.08,0.1259,LOW,80,0,1193,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-335,feeder,High,0.21,LOW,52.37,0.1252,LOW,118,0,1949,1,1,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-177,feeder,Low,1.25,LOW,17.0,0.1251,LOW,195,0,20,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-183,feeder,Low,1.06,LOW,18.2,0.1249,LOW,226,0,20,0,6,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
TX-291,transformer,High,0.17,LOW,61.57,0.1225,LOW,231,1,2672,2,3,Prior failures recorded,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
CAP-178,capacitor_bank,High,0.2,LOW,59.62,0.1206,LOW,129,0,1887,2,2,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
BRK-191,breaker,Medium,0.38,LOW,37.73,0.12,LOW,159,0,963,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
CAP-169,capacitor_bank,Medium,0.27,LOW,47.79,0.12,LOW,227,0,1223,1,6,Elevated temperature,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-193,breaker,Medium,0.32,LOW,40.75,0.1183,LOW,150,0,1212,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-141,recloser,Low,0.51,LOW,32.75,0.1182,LOW,254,0,659,0,4,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
RCL-176,recloser,Low,0.7,LOW,24.05,0.1177,LOW,197,0,111,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-106,transformer,Medium,0.26,LOW,45.82,0.1149,LOW,74,0,1027,1,3,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-172,transformer,Low,0.9,LOW,18.2,0.1147,LOW,189,0,20,0,6,Elevated temperature; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-305,feeder,Low,1.02,LOW,17.0,0.1131,LOW,226,0,20,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-142,recloser,Low,0.54,LOW,32.78,0.1131,LOW,191,0,555,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-185,breaker,Low,0.56,LOW,30.73,0.1118,LOW,213,0,350,0,6,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
FDR-247,feeder,Medium,0.31,LOW,39.97,0.1116,LOW,167,0,1016,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
TX-190,transformer,Low,0.36,LOW,39.23,0.1079,LOW,244,1,702,1,2,Prior failures recorded; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
RCL-163,recloser,Low,0.36,LOW,39.45,0.1077,LOW,257,1,563,1,5,Prior failures recorded; Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-111,transformer,Low,0.53,LOW,31.99,0.1062,LOW,113,0,464,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-147,feeder,Medium,0.3,LOW,38.43,0.1061,LOW,185,0,1030,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
TX-212,transformer,Low,0.48,LOW,32.44,0.1061,LOW,104,0,806,0,1,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-271,feeder,Low,0.93,LOW,16.2,0.1039,LOW,135,0,20,0,1,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
BRK-112,breaker,Low,0.9,LOW,16.2,0.1033,LOW,229,0,20,0,1,Elevated temperature; Older equipment; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-267,feeder,High,0.12,LOW,65.98,0.1021,LOW,173,0,1787,3,1,Rising temperature trend,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-250,transformer,Medium,0.22,LOW,48.56,0.1016,LOW,269,0,1453,1,6,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-188,breaker,Medium,0.23,LOW,48.66,0.1011,LOW,89,0,1779,1,4,-,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-121,breaker,High,0.16,LOW,51.55,0.1009,LOW,80,0,1623,1,1,Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-370,transformer,Low,0.49,LOW,29.71,0.0999,LOW,95,0,333,0,4,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-348,transformer,Medium,0.26,LOW,47.36,0.0994,LOW,77,0,1453,1,3,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-205,breaker,High,0.15,LOW,53.84,0.0962,LOW,132,0,1731,1,6,Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-325,feeder,Medium,0.23,LOW,45.53,0.0957,LOW,198,0,1154,1,1,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-327,feeder,Low,0.49,LOW,27.63,0.095,LOW,224,1,190,0,5,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
TX-305,transformer,High,0.16,LOW,54.21,0.0948,LOW,81,0,2250,1,4,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-101,capacitor_bank,Low,0.44,LOW,30.15,0.0946,LOW,250,0,367,0,4,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-345,transformer,Low,0.48,LOW,31.3,0.0943,LOW,138,0,521,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-102,recloser,Low,0.51,LOW,28.82,0.0941,LOW,168,0,298,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
TX-263,transformer,Low,0.86,LOW,17.0,0.0935,LOW,169,0,20,0,3,Elevated temperature,-,Low failure risk and limited grid impact -> LOW priority
TX-290,transformer,Medium,0.17,LOW,55.91,0.0933,LOW,159,1,1572,2,6,Prior failures recorded,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-296,feeder,Low,0.5,LOW,31.83,0.0914,LOW,132,0,448,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
TX-115,transformer,Medium,0.15,LOW,67.19,0.091,LOW,162,0,1021,4,4,-,Multiple critical facilities (4),High grid impact but low failure risk -> LOW priority
BRK-103,breaker,Medium,0.23,LOW,41.2,0.0903,LOW,58,0,1603,0,4,Rising temperature trend,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-141,transformer,High,0.12,LOW,67.69,0.0901,LOW,215,0,2195,3,3,-,High downstream customer count; Multiple critical facilities (3); High criticality classification,High grid impact but low failure risk -> LOW priority
TX-181,transformer,Medium,0.26,LOW,40.35,0.0889,LOW,206,0,1107,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-257,feeder,Low,0.48,LOW,32.5,0.0887,LOW,66,0,624,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-164,recloser,High,0.15,LOW,47.37,0.0878,LOW,84,0,2336,0,4,Rising temperature trend,High downstream customer count; High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-224,transformer,Medium,0.23,LOW,41.63,0.0857,LOW,32,1,1614,0,5,Prior failures recorded,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
FDR-214,feeder,Low,0.4,LOW,33.24,0.0849,LOW,129,0,737,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-159,breaker,High,0.13,LOW,53.76,0.0829,LOW,68,0,2229,1,3,Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
RCL-121,recloser,Medium,0.18,LOW,47.59,0.0829,LOW,98,0,1400,1,4,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-171,feeder,Low,0.31,LOW,38.84,0.0817,LOW,87,0,704,1,1,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-173,breaker,High,0.12,LOW,60.32,0.0814,LOW,163,0,2016,2,3,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-226,feeder,Low,0.39,LOW,33.11,0.0793,LOW,61,0,654,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
TX-203,transformer,Medium,0.2,LOW,40.09,0.0793,LOW,216,1,1142,0,5,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
BRK-162,breaker,Low,0.37,LOW,32.87,0.0777,LOW,168,0,677,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-169,recloser,Low,0.64,LOW,17.8,0.0773,LOW,93,1,20,0,5,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
TX-229,transformer,Low,0.48,LOW,25.16,0.0769,LOW,142,0,119,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
TX-287,transformer,High,0.11,LOW,59.58,0.0767,LOW,159,0,2043,2,1,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-334,feeder,Low,0.34,LOW,33.15,0.076,LOW,68,0,163,1,3,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-180,transformer,Low,0.46,LOW,29.31,0.0757,LOW,57,0,364,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
TX-274,transformer,High,0.11,LOW,58.31,0.0756,LOW,141,1,1537,2,1,Prior failures recorded,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
RCL-110,recloser,Medium,0.19,LOW,49.16,0.0755,LOW,140,0,1991,1,4,-,High downstream customer count; Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-124,feeder,Low,0.5,LOW,21.52,0.0754,LOW,188,0,57,0,3,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-187,transformer,Medium,0.17,LOW,47.96,0.0753,LOW,128,0,1269,1,6,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-147,transformer,High,0.11,LOW,61.87,0.0739,LOW,86,0,2184,2,6,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,High grid impact but low failure risk -> LOW priority
FDR-261,feeder,High,0.11,LOW,59.87,0.0737,LOW,177,0,1523,2,5,-,High downstream customer count; Critical facilities downstream (2); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-177,transformer,Low,0.36,LOW,31.29,0.0732,LOW,197,0,623,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
TX-215,transformer,Low,0.64,LOW,17.8,0.0728,LOW,171,0,20,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-210,breaker,Low,0.33,LOW,34.01,0.0724,LOW,193,0,732,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
TX-267,transformer,Low,0.71,LOW,16.2,0.0723,LOW,95,0,20,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
TX-236,transformer,Medium,0.16,LOW,52.99,0.0717,LOW,144,0,1279,2,1,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
BRK-147,breaker,Low,0.47,LOW,24.21,0.0709,LOW,71,0,96,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-249,feeder,Medium,0.17,LOW,47.3,0.0708,LOW,111,0,1094,1,6,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
RCL-151,recloser,Low,0.38,LOW,26.49,0.0705,LOW,220,1,147,0,5,Prior failures recorded,-,Low failure risk and limited grid impact -> LOW priority
CAP-174,capacitor_bank,Medium,0.21,LOW,41.18,0.0704,LOW,24,0,1910,0,2,-,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-196,transformer,Medium,0.15,LOW,45.87,0.0695,LOW,149,0,1138,1,2,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-219,transformer,Medium,0.19,LOW,40.81,0.0693,LOW,145,0,1469,0,4,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-104,feeder,Medium,0.2,LOW,35.05,0.0688,LOW,137,0,481,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
TX-218,transformer,Medium,0.19,LOW,40.45,0.0686,LOW,135,0,1133,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
TX-301,transformer,High,0.1,LOW,52.79,0.0668,LOW,179,0,2141,1,1,Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
FDR-198,feeder,Medium,0.15,LOW,53.99,0.0666,LOW,156,0,1602,2,1,-,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
FDR-132,feeder,Low,0.38,LOW,26.58,0.0661,LOW,268,0,150,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-223,feeder,Medium,0.17,LOW,50.51,0.066,LOW,1,0,669,2,2,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
BRK-144,breaker,Low,0.61,LOW,17.0,0.0647,LOW,97,0,20,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-151,feeder,Low,0.29,LOW,34.92,0.0637,LOW,130,0,898,0,6,-,-,Low failure risk and limited grid impact -> LOW priority
FDR-237,feeder,Low,0.32,LOW,32.56,0.0629,LOW,1,0,692,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
TX-325,transformer,Medium,0.14,LOW,45.91,0.062,LOW,159,0,1255,1,1,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
CAP-114,capacitor_bank,Medium,0.18,LOW,38.5,0.0613,LOW,29,0,956,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
TX-195,transformer,Low,0.28,LOW,33.27,0.061,LOW,258,0,812,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
TX-359,transformer,Medium,0.15,LOW,46.65,0.0605,LOW,79,0,1481,1,1,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-341,transformer,Medium,0.14,LOW,45.33,0.0593,LOW,153,0,921,1,3,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-308,transformer,Medium,0.13,LOW,45.77,0.0589,LOW,125,1,1216,1,1,Prior failures recorded,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-253,feeder,High,0.11,LOW,53.61,0.0583,LOW,23,0,2575,1,1,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-284,transformer,Low,0.34,LOW,23.3,0.0583,LOW,90,1,65,0,6,Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-166,feeder,High,0.09,LOW,53.59,0.0576,LOW,64,0,1637,1,6,Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
TX-307,transformer,Medium,0.13,LOW,44.56,0.0575,LOW,165,0,647,1,5,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-248,transformer,Medium,0.13,LOW,45.94,0.0561,LOW,210,0,882,1,5,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-297,feeder,Medium,0.13,LOW,47.83,0.0558,LOW,225,0,1348,1,5,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-307,feeder,Medium,0.11,LOW,53.59,0.054,LOW,61,0,1338,2,2,-,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
BRK-146,breaker,Medium,0.1,LOW,55.57,0.0539,LOW,176,0,1455,2,6,Rising temperature trend,Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
TX-261,transformer,High,0.11,LOW,46.45,0.0538,LOW,207,0,1736,0,5,-,High downstream customer count; High criticality classification,Low failure risk and limited grid impact -> LOW priority
CAP-167,capacitor_bank,High,0.09,LOW,52.17,0.0527,LOW,175,0,1863,1,1,-,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
BRK-211,breaker,Medium,0.14,LOW,38.41,0.0524,LOW,117,0,936,0,3,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
BRK-152,breaker,Medium,0.14,LOW,41.37,0.0523,LOW,182,0,1822,0,3,-,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
FDR-159,feeder,Low,0.42,LOW,20.15,0.0523,LOW,90,0,38,0,4,High load on asset,-,Low failure risk and limited grid impact -> LOW priority
TX-285,transformer,Medium,0.11,LOW,46.83,0.052,LOW,123,0,1412,1,2,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-234,feeder,Medium,0.14,LOW,40.47,0.0519,LOW,181,0,337,1,2,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
BRK-157,breaker,Low,0.23,LOW,34.92,0.0515,LOW,185,0,1408,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-134,recloser,Medium,0.09,LOW,56.53,0.0507,LOW,106,0,1805,2,6,Rising temperature trend,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
CAP-152,capacitor_bank,Medium,0.12,LOW,43.24,0.0503,LOW,254,0,2535,0,4,-,High downstream customer count,Low failure risk and limited grid impact -> LOW priority
TX-264,transformer,Low,0.24,LOW,29.42,0.0502,LOW,229,0,373,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-239,feeder,Low,0.27,LOW,32.58,0.0495,LOW,105,0,695,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
TX-235,transformer,Medium,0.11,LOW,47.81,0.0494,LOW,152,0,1229,1,6,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-315,feeder,Low,0.25,LOW,35.02,0.0492,LOW,63,0,272,1,2,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
FDR-195,feeder,Low,0.26,LOW,30.84,0.0486,LOW,229,0,470,0,3,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-207,breaker,Medium,0.13,LOW,44.98,0.0482,LOW,121,0,778,1,4,-,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
TX-319,transformer,Low,0.24,LOW,28.6,0.0476,LOW,227,0,310,0,2,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-244,feeder,Low,0.3,LOW,27.04,0.0465,LOW,116,0,239,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
RCL-174,recloser,Low,0.21,LOW,32.87,0.0465,LOW,100,0,677,0,4,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-204,feeder,Low,0.25,LOW,29.47,0.0463,LOW,160,0,413,0,1,-,-,Low failure risk and limited grid impact -> LOW priority
TX-207,transformer,Medium,0.12,LOW,39.51,0.0453,LOW,167,0,1200,0,3,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
BRK-183,breaker,High,0.07,LOW,53.83,0.0451,LOW,129,0,2476,1,2,Rising temperature trend,High downstream customer count; Critical facilities downstream (1); High criticality classification,Low failure risk and limited grid impact -> LOW priority
RCL-117,recloser,Medium,0.12,LOW,40.34,0.0449,LOW,213,0,1208,0,5,-,-,Low failure risk and limited grid impact -> LOW priority
BRK-216,breaker,Medium,0.08,LOW,55.2,0.0448,LOW,105,1,1604,2,4,Prior failures recorded,High downstream customer count; Critical facilities downstream (2),Low failure risk and limited grid impact -> LOW priority
BRK-143,breaker,Low,0.19,LOW,31.94,0.0447,LOW,93,1,720,0,1,Prior failures recorded; Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-184,feeder,Low,0.2,LOW,33.0,0.0446,LOW,154,0,763,0,3,Rising temperature trend,-,Low failure risk and limited grid impact -> LOW priority
FDR-320,feeder,Low,0.47,LOW,16.6,0.0446,LOW,95,0,20,0,2,-,-,Low failure risk and limited grid impact -> LOW priority
TX-381,transformer,Medium,0.1,LOW,47.08,0.0444,LOW,100,0,1041,1,6,Rising temperature trend,Critical facilities downstream (1),Low failure risk and limited grid impact -> LOW priority
